"Stock Symbol","Date","Open Price","Close Price","Current Price","Price Change Rate","Price Change","High Price","Low Price","Volume"
"059100",,"4510","N/A","4580","0.0","0","4635","4505","41947"
"119610",,"24900","N/A","24900","0.0","0","24900","24900","0"
"004430",,"12900","N/A","13020","0.7","90","13180","12880","39280"
"198440",,"1623","N/A","1616","0.37","6","1623","1567","116322"
"000070",,"79500","N/A","78300","-1.51","1200","79800","77800","8719"
"003100",,"15900","N/A","15880","-0.31","50","15930","15810","3121"
"000075",,"57400","N/A","56600","-1.05","600","57400","56300","157"
"060560",,"1000","N/A","1001","-0.2","2","1009","996","41744"
"003580",,"4300","N/A","4395","-6.89","325","4530","4300","463879"
"051600",,"43000","N/A","42900","0.35","150","43550","42650","120557"
"111710",,"4930","N/A","4900","1.45","70","4930","4830","761"
"048430",,"6880","N/A","6840","0.0","0","7160","6840","78849"
"003520",,"2505","N/A","2520","-0.2","5","2550","2450","395658"
"311690",,"12250","N/A","12020","-0.91","110","12250","11880","6338"
"299480",,"495","N/A","423","-14.89","74","495","423","2"
"290660",,"933","N/A","933","0.0","0","958","927","22755"
"149010",,"7600","N/A","7780","0.0","0","7780","7600","68"
"011150",,"3300","N/A","3230","-2.12","70","3330","3225","228077"
"462520",,"17380","N/A","17300","-0.4","70","17550","17150","12475"
"138360",,"905","N/A","854","-4.47","40","905","840","178846"
"140670",,"11780","N/A","11880","0.85","100","12900","11780","239820"
"337840",,"12900","N/A","12900","6.17","750","12900","12900","1"
"271980",,"14900","N/A","15090","1.28","190","15100","14900","7121"
"224760",,"3865","N/A","3865","14.69","495","3865","3865","1"
"002680",,"712","N/A","709","0.28","2","783","707","199733"
"003530",,"3240","N/A","3275","0.61","20","3330","3240","474163"
"049770",,"32600","N/A","32750","0.46","150","32950","32400","13652"
"095270",,"4535","N/A","4535","-1.41","65","4630","4505","11441"
"025320",,"7250","N/A","6990","-3.72","270","7350","6980","1002978"
"000020",,"7730","N/A","7730","0.26","20","7760","7680","21436"
"004840",,"4550","N/A","4645","1.09","50","4685","4535","17360"
"210120",,"26050","N/A","26700","2.3","600","26950","24950","58096"
"445180",,"6760","N/A","6900","1.32","90","7550","6760","183811"
"290670",,"18170","N/A","17830","-1.87","340","18560","17700","18404"
"258540",,"1300","N/A","1144","-11.32","146","1300","1097","7264"
"036460",,"43850","N/A","43850","0.23","100","44900","43650","591424"
"353810",,"3805","N/A","3815","-0.39","15","3850","3795","47082"
"417970",,"9830","N/A","9860","0.31","30","10090","9810","3999"
"122830",,"968","N/A","1225","7.64","87","1298","968","531058"
"457190",,"52200","N/A","49350","-5.28","2750","52600","49350","414180"
"013310",,"2925","N/A","2925","0.0","0","2950","2920","57150"
"435380",,"2090","N/A","2080","-0.48","10","2090","2065","23270"
"442900",,"9920","N/A","9920","0.1","10","9930","9910","7316"
"086790",,"62000","N/A","61000","-0.65","400","62300","60500","705592"
"000490",,"8650","N/A","8670","-0.34","30","8780","8630","65623"
"073490",,"16100","N/A","16040","-1.35","220","16300","15940","15207"
"450520",,"3745","N/A","3795","0.4","15","3825","3715","54481"
"023150",,"5880","N/A","5880","0.17","10","5930","5800","2104"
"001340",,"11620","N/A","11280","-3.92","460","12120","11220","979459"
"060540",,"1516","N/A","1516","-0.72","11","1531","1515","32413"
"005725",,"3190","N/A","3120","0.0","0","3190","3055","1260"
"003547",,"14850","N/A","14860","0.07","10","14880","14820","10110"
"048410",,"18590","N/A","18290","-1.19","220","18700","18200","141270"
"067170",,"3610","N/A","3660","1.39","50","3760","3610","5254"
"233250",,"14490","N/A","14500","0.07","10","14500","14000","55"
"212310",,"997","N/A","985","-0.61","6","997","985","83"
"047560",,"13900","N/A","13650","-1.52","210","14130","13530","79916"
"348950",,"3190","N/A","3300","3.45","110","3350","3185","1019068"
"073010",,"4030","N/A","3885","-4.43","180","4180","3880","207063"
"005720",,"4450","N/A","4500","0.45","20","4510","4450","19020"
"003545",,"15390","N/A","15470","0.26","40","15470","15390","26672"
"234100",,"1334","N/A","1344","0.37","5","1344","1331","39398"
"011170",,"98800","N/A","94800","-4.05","4000","99800","94400","127902"
"014680",,"131700","N/A","129300","-1.97","2600","133300","128100","59012"
"184230",,"518","N/A","517","0.39","2","518","512","32574"
"014200",,"1006","N/A","1006","0.0","0","1006","1006","0"
"037760",,"1540","N/A","1549","-0.06","1","1550","1530","8094"
"417500",,"3635","N/A","3705","2.21","80","3730","3625","154323"
"003550",,"78100","N/A","78200","1.16","900","79000","77600","105069"
"088980",,"11610","N/A","11680","0.6","70","11720","11600","354779"
"454910",,"61500","N/A","61400","-0.16","100","62700","61300","143449"
"002220",,"1988","N/A","1995","-0.5","10","2015","1988","4510"
"173130",,"7310","N/A","7280","-0.55","40","7380","7200","66012"
"000040",,"532","N/A","528","-0.75","4","536","525","129951"
"289220",,"7900","N/A","7660","-4.01","320","7910","7650","186012"
"402030",,"15910","N/A","16290","2.07","330","16870","15700","40227"
"067160",,"95400","N/A","96200","2.01","1900","98300","95200","68543"
"003535",,"6060","N/A","6210","-1.27","80","6210","6060","8688"
"376930",,"3145","N/A","3030","0.0","0","3260","3005","4464344"
"005710",,"6010","N/A","5970","-0.5","30","6060","5900","9947"
"109860",,"8920","N/A","8850","-0.9","80","8940","8820","3169"
"002200",,"2565","N/A","2600","0.39","10","2600","2565","52696"
"045390",,"2535","N/A","2555","0.79","20","2600","2535","125649"
"044060",,"732","N/A","732","0.0","0","732","732","0"
"052900",,"1002","N/A","998","0.6","6","1005","993","38746"
"462510",,"12400","N/A","11960","-4.32","540","12480","11960","147314"
"290690",,"8890","N/A","9600","7.99","710","9760","8830","556362"
"307180",,"3355","N/A","3275","-2.38","80","3370","3240","112214"
"299030",,"32450","N/A","30700","-5.83","1900","32600","30450","60720"
"403360",,"10000","N/A","10400","-3.88","420","10990","9830","403"
"038620",,"605","N/A","607","0.0","0","609","601","35688"
"254160",,"2300","N/A","2300","-7.82","195","2300","2300","10"
"226950",,"21350","N/A","26900","24.83","5350","27400","21050","2388472"
"119650",,"560","N/A","502","-6.69","36","560","465","1932708"
"011155",,"17740","N/A","17640","-0.73","130","17800","17550","668"
"222110",,"4600","N/A","4470","-4.49","210","5110","4460","236735"
"383220",,"65800","N/A","63400","-5.09","3400","66800","63100","142845"
"032080",,"1160","N/A","1170","-0.17","2","1172","1158","30318"
"199730",,"10410","N/A","9720","-6.63","690","10440","9500","122181"
"001360",,"1760","N/A","1806","2.32","41","1838","1757","808690"
"004870",,"809","N/A","836","22.76","155","885","804","65157382"
"003540",,"16430","N/A","16610","0.18","30","16610","16430","35204"
"002210",,"4520","N/A","4530","0.33","15","4555","4495","17044"
"027970",,"1033","N/A","1039","0.68","7","1041","1029","73926"
"002690",,"1542","N/A","1559","0.45","7","1560","1542","16372"
"092590",,"800","N/A","974","10.31","91","980","800","19796"
"322780",,"1247","N/A","1158","-7.29","91","1247","1132","3173087"
"036090",,"684","N/A","679","-0.59","4","687","677","836859"
"270210",,"13500","N/A","14450","3.21","450","14500","13500","373"
"032960",,"11420","N/A","11390","-0.44","50","11460","11320","3556"
"402420",,"11000","N/A","11980","0.0","0","11980","10200","332"
"263920",,"1030","N/A","1035","1.17","12","1036","1016","67098"
"019990",,"5950","N/A","5880","-2.0","120","6090","5860","46680"
"097800",,"1589","N/A","1545","-1.34","21","1592","1530","1333901"
"200350",,"13870","N/A","13800","-0.5","70","14040","13720","65427"
"188260",,"2985","N/A","2905","-2.52","75","3025","2730","105258"
"064550",,"26350","N/A","25750","-2.28","600","26550","25400","180501"
"061040",,"3165","N/A","3135","-0.48","15","3165","3100","22551"
"006200",,"765","N/A","747","-2.35","18","772","743","99523"
"043610",,"2510","N/A","2550","5.15","125","2650","2440","1887021"
"085810",,"1235","N/A","1263","2.27","28","1315","1120","804302"
"007530",,"2795","N/A","2750","1.85","50","2795","2705","35423"
"131370",,"3000","N/A","3000","0.0","0","3020","2975","34280"
"191420",,"15340","N/A","15100","-1.69","260","15440","15100","7548"
"004020",,"28300","N/A","27400","-3.69","1050","28350","27300","362006"
"322310",,"17310","N/A","17600","1.68","290","17840","17310","27068"
"072990",,"11050","N/A","11230","1.63","180","11500","11050","90730"
"405920",,"4025","N/A","3925","-2.61","105","4045","3870","21093"
"039130",,"50400","N/A","50200","0.6","300","50900","49850","22802"
"422040",,"2095","N/A","2100","0.24","5","2100","2090","10617"
"240810",,"33400","N/A","33250","0.61","200","34950","33250","951407"
"095610",,"17300","N/A","17260","0.76","130","17580","17200","61783"
"004490",,"78700","N/A","77100","-1.66","1300","80000","77000","52927"
"083640",,"356","N/A","349","-1.97","7","357","349","193546"
"333430",,"2945","N/A","2920","-1.85","55","3080","2910","205500"
"122870",,"37400","N/A","37250","0.13","50","37950","37050","72840"
"362320",,"7100","N/A","6960","-2.38","170","7180","6910","503531"
"003160",,"15950","N/A","16960","7.82","1230","18120","15840","3824758"
"041440",,"7730","N/A","7950","4.06","310","8110","7730","1180260"
"018680",,"3720","N/A","3730","-0.8","30","3770","3655","33767"
"071670",,"6830","N/A","6860","-0.44","30","6870","6740","8852"
"260870",,"21600","N/A","21200","-1.4","300","21700","21050","3484"
"238500",,"405","N/A","410","1.74","7","410","393","127522"
"092130",,"12770","N/A","12790","0.31","40","12790","12710","3829"
"032940",,"4035","N/A","3990","-1.12","45","4095","3935","91361"
"000910",,"4210","N/A","4350","2.23","95","4390","4170","206049"
"072520",,"389","N/A","389","0.0","0","389","389","0"
"203400",,"8250","N/A","8500","2.78","230","8580","8060","133070"
"332570",,"2710","N/A","2700","-0.74","20","2730","2670","50538"
"083650",,"7850","N/A","7990","2.3","180","8090","7850","158743"
"079160",,"5770","N/A","5720","-0.69","40","5790","5690","256798"
"222160",,"8040","N/A","8040","0.0","0","8040","8040","0"
"024090",,"12540","N/A","12360","-1.36","170","12650","12320","3576"
"029780",,"40500","N/A","40900","2.25","900","40900","40250","22928"
"009730",,"1137","N/A","1123","-1.14","13","1157","1105","713742"
"006220",,"8670","N/A","8610","-0.92","80","8770","8610","57868"
"154030",,"2370","N/A","2425","1.68","40","2430","2370","50255"
"439730",,"2335","N/A","2200","0.23","5","2335","2195","9144"
"021820",,"7590","N/A","7480","-1.19","90","7590","7400","10749"
"270660",,"17210","N/A","17050","0.59","100","17600","17050","78530"
"018670",,"169900","N/A","170000","0.06","100","170800","169500","1789"
"071200",,"4235","N/A","4280","1.3","55","4280","4175","16349"
"083660",,"889","N/A","840","-1.18","10","889","840","12419"
"227840",,"10640","N/A","10650","0.0","0","10710","10630","1770"
"150900",,"5100","N/A","5050","-1.94","100","5170","5050","31446"
"079170",,"8000","N/A","8060","0.75","60","8140","7900","23061"
"084990",,"3545","N/A","3415","-2.29","80","3580","3400","133326"
"123700",,"3440","N/A","3445","0.44","15","3450","3420","14674"
"081000",,"13100","N/A","12910","-2.42","320","13290","12910","24618"
"166480",,"13630","N/A","13710","0.07","10","13800","13090","298894"
"299900",,"1340","N/A","1317","-2.15","29","1358","1317","268838"
"376980",,"5100","N/A","4975","-2.45","125","5130","4925","24246"
"266170",,"595","N/A","594","-0.17","1","595","594","4"
"007540",,"45100","N/A","45000","-0.22","100","45250","44800","2538"
"005360",,"2310","N/A","2320","-0.22","5","2330","2310","16457"
"191410",,"1772","N/A","1755","-1.29","23","1777","1749","13320"
"101930",,"23100","N/A","22000","-3.51","800","23100","21850","29449"
"066700",,"3405","N/A","3415","0.44","15","3445","3395","33099"
"008870",,"56700","N/A","56600","0.0","0","57500","56600","1487"
"474930",,"2160","N/A","2160","0.0","0","2175","2160","1858"
"243070",,"28000","N/A","28050","0.18","50","28150","27850","11357"
"064520",,"2535","N/A","2410","-4.37","110","2535","2410","20984"
"095660",,"21100","N/A","20900","-0.24","50","21200","20800","62795"
"236340",,"3200","N/A","3495","12.74","395","3495","3200","2430"
"261780",,"4140","N/A","4020","-2.19","90","4140","4005","45085"
"406820",,"15620","N/A","15240","-2.5","390","15800","15230","37388"
"005305",,"66200","N/A","66600","0.3","200","67100","66200","1404"
"100660",,"4005","N/A","3980","-0.25","10","4045","3965","123351"
"446440",,"10180","N/A","10500","0.0","0","10500","10180","101"
"018620",,"1069","N/A","1052","-0.47","5","1069","1041","51865"
"039560",,"3255","N/A","3610","14.24","450","3845","3220","16929410"
"122450",,"3685","N/A","3660","-0.68","25","3720","3650","7368"
"015590",,"394","N/A","390","0.52","2","397","390","392543"
"251970",,"36500","N/A","37100","3.34","1200","38700","36300","317241"
"185190",,"890","N/A","890","0.0","0","890","890","0"
"024070",,"2120","N/A","2150","0.0","0","2155","2120","1339"
"170920",,"9780","N/A","9690","-0.31","30","9930","9620","27352"
"080160",,"10390","N/A","10230","-1.63","170","10450","10190","36139"
"372170",,"61600","N/A","59100","-4.06","2500","62800","58200","52392"
"060150",,"5660","N/A","5690","0.53","30","5730","5660","20804"
"027580",,"1280","N/A","1275","-0.39","5","1293","1275","133992"
"211050",,"5080","N/A","5080","0.0","0","5120","5050","40278"
"279060",,"2200","N/A","2190","0.69","15","2300","2100","935"
"039570",,"8100","N/A","8130","0.49","40","8140","8070","5970"
"294630",,"3615","N/A","3620","-0.41","15","3700","3580","155213"
"114810",,"7880","N/A","7860","-0.25","20","8090","7840","61543"
"482520",,"2055","N/A","2055","-0.24","5","2055","2045","23346"
"293780",,"8180","N/A","8530","4.28","350","8600","7990","307395"
"290270",,"3785","N/A","3635","-3.58","135","3825","3635","43040"
"267080",,"3090","N/A","2955","0.0","0","3090","2515","106"
"003120",,"16680","N/A","16420","-0.36","60","16680","16310","1960"
"005300",,"127200","N/A","126200","0.0","0","127300","125500","9024"
"079190",,"600","N/A","599","-1.32","8","607","595","120608"
"179720",,"14470","N/A","14470","0.0","0","14470","14470","0"
"004450",,"31800","N/A","31800","-0.16","50","31800","31750","49"
"086710",,"11570","N/A","11080","-5.54","650","11680","11030","123600"
"096530",,"24500","N/A","23950","-2.24","550","24550","23850","238973"
"014280",,"4390","N/A","4370","0.11","5","4395","4340","15084"
"030720",,"5900","N/A","5820","-0.51","30","5900","5800","2375"
"036030",,"4475","N/A","4450","-1.33","60","4560","4330","438263"
"206950",,"2290","N/A","2290","-1.93","45","2290","2290","0"
"145990",,"50400","N/A","50400","-0.2","100","50400","49900","8451"
"237690",,"106100","N/A","108800","2.54","2700","109900","105000","386127"
"014285",,"7550","N/A","7480","-0.93","70","7640","7480","751"
"330350",,"7170","N/A","7150","0.14","10","7220","7130","20235"
"271560",,"101600","N/A","99000","-1.98","2000","102900","98500","216655"
"434480",,"4440","N/A","4310","-3.79","170","4455","4300","135452"
"042700",,"112200","N/A","109500","-1.08","1200","113300","108200","489050"
"451800",,"4165","N/A","4200","0.84","35","4260","4150","202880"
"123750",,"1606","N/A","1622","-0.06","1","1623","1603","9722"
"004000",,"48750","N/A","48250","-0.1","50","49500","48050","50868"
"190510",,"12560","N/A","12760","1.59","200","12880","12550","46982"
"006660",,"11940","N/A","11770","-1.34","160","12060","11700","84536"
"282690",,"0","N/A","13500","0.0","0","0","0","0"
"112610",,"63500","N/A","61500","-4.21","2700","64000","61000","644379"
"037370",,"7500","N/A","7470","-1.97","150","7550","7370","85571"
"120240",,"14560","N/A","14630","-0.2","30","14700","14490","2556"
"016450",,"5360","N/A","5850","30.0","1350","5850","4840","5924639"
"088910",,"2050","N/A","2025","-0.98","20","2055","2025","26100"
"145995",,"30950","N/A","30950","0.0","0","31100","30950","352"
"225220",,"2940","N/A","2915","-2.18","65","3010","2915","43407"
"002290",,"2915","N/A","2905","-0.51","15","2920","2885","7679"
"203450",,"2585","N/A","2580","-0.58","15","2610","2530","5719"
"111770",,"43000","N/A","42500","0.47","200","43450","42100","47537"
"005320",,"503","N/A","501","-0.4","2","505","500","20719"
"024060",,"20750","N/A","20150","-0.49","100","20800","19990","2443888"
"008830",,"7580","N/A","7500","-1.06","80","7660","7200","36344"
"450940",,"2120","N/A","2115","-1.17","25","2150","2115","3117"
"007980",,"1385","N/A","1360","-2.02","28","1385","1344","109894"
"006650",,"113800","N/A","108100","-4.08","4600","113800","108100","27823"
"064960",,"44900","N/A","44850","0.67","300","44950","44500","4656"
"264850",,"6080","N/A","6270","2.79","170","6450","6080","2744238"
"217620",,"381","N/A","381","0.0","0","381","381","0"
"068760",,"69300","N/A","67900","-1.45","1000","69700","67800","83653"
